Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
4/23/2024 23:57:44,K8SLYVAW,22,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,"Al pasar tiempo con mi familia y amigos, esto me permite sentirme en un espacio seguro, lo cuál traduzco a seguridad y confianza; de igual manera el lograr completar un reto que se me presente o me proponga a mi mismo, ambas situaciones engloban una sensación de alegría y satisfacción durante estos días.","En situaciones en las que sienta enojo o frustración, tales como no lograr completar una o varios proyectos a tiempo, complicaciones personales tales como situaciones familiares, de amistad y/o romance, y sobrecarga de responsabilidades en un periodo corto de tiempo; llega un momento de reflexión a la hora más tranquila del día en el que me doy cuenta de la presión en la que me sostengo.","Me he sentido cansado por lidiar con situaciones de ámbito familiar y ámbito académico. Debido a cambios repentinos de planes familiares me he llegado a sentir cansado porque involucra reorganización de muchas cosas. También cuando llego a casa de la universidad de un día que se me hizo complicado o pesado, ya sea por no entender un tema de alguna clase o por lidiar con situaciones emocionalmente pesadas.","Al momento de realizar alguna tarea y/o proyecto de una materia que se me llegue a complicar debido a una planificación no tan eficiente de mi tiempo o por razones fuera de mi control. De igual manera, también me llega a preocupar si voy a llegar a casa sin algún contratiempo como un robo o asalto, o incluso algo más leve como el tráfico y que llegue muy tarde a casa.","Dolor de cabeza, presión en el pecho y hormigueo en brazos y piernas.","El significado de la felicidad reside dentro de encontrar algo que te motive todos los días a salir de la cama, que no te prive de sentir y vivir lo que el cuerpo hable y sienta. ","Tener en cuenta todas las opciones que estén dentro de mis posibilidades, posteriormente tomaría la que me haga sentirme más seguro y capaz de lidiar con sus consecuencias ya sean positivas y/o negativas.","En un principio, me quedo trabado mentalmente en la situación presente y como sucedió, posteriormente tomo varios respiros hondos con la técnica de respiración triangular, considero todas las opciones a tomar de manera inmediata y tomo la que considere mejor en su momento.","Personalmente no lidio nada bien con la frustración y soy de las personas que se estresa con facilidad y tampoco lidio bien con aquella emoción. Aquello que me causa estrés es al momento de realizar algo y no me sale como me gustaría que saliera, también al momento de tomar decisiones importantes en un tiempo muy corto para pensarlo. Aquello que me causa molestia es cuando me interrumpen en medio de una conversación constantemente o no me prestan atención contando algo importante y/o personal. ","Lo que he identificado al momento de enfrentar una situación difícil es que acudo a un espacio seguro, ya sea un lugar o amigos como red de apoyo. Posteriormente les converso sobre lo que sucede, y después al platicarlo llego a una resolución. En caso de ser una situación difícil a resolver de manera inminente, primero me aseguro de que toda emoción fuerte la disipe mediante alguna técnica de ""grounding"" y posteriormente decido lo que mejor me convenga."
4/24/2024 0:02:54,TUNKCUEZ,22,Masculino,Medio,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,"Cuando convivo con mi familia, amigos y pareja, o tengo logros o nuevas metas",En frustraciones o cuando algo no cumple mis expectativas o metas,Cuando tengo demasiada carga de trabajos escolares o la noche anterior tuve insomnio ,Cuando tengo demasiada carga de tareas o mis planes cambian inesperadamente ,"Cansancio, dolor de cabeza y noto que a la vez estoy distraído o no me concentro",La felicidad es subjetiva la felicidad cada uno la busca y le da sentido a su propia vida,"Visualizar todas las opciones, analizar una por una sus ventajas y desventajas, e imaginar las consecuencias de decidir por una opción y cuál de ellas sería la mejor o la que no iría tan mal.","Estrés y a la vez no me concentro por pensar en las alternativas o formas de resolver el problema, me hago en un mar de ideas y opciones para solucionar el problema","Cuando hay mucho tráfico, cuando siento mucho calor, cuando no pude dormir bien y tengo sueño, cuando tengo carga de proyecto y tareas, y cuando mis planes no salen como esperaba.","Ponerme a pensar en las posibilidades y una posible solución, y a la vez calmarme y concentrarme para enfrentar y resolver el problema "
4/24/2024 1:16:24,5I7IDE86,22,Femenino,Bajo,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,"Las situaciones que me hacen sentir feliz es cuando estoy en el GYM haciendo mis rutinas de cada día, al ir con los chicos del coro para cantarle alabanzas a Dios, estar con mi hermanita riendo, leer libros de romance, ver mis series favoritas y estar con amigos o familiares que me hacen sentir cómoda. ","Al recordar. Algunas palabras, canciones o situaciones me hacen recordar momentos que me marcaron, incluso tengo pesadillas recordando todo con detalle de cada palabra y accion. Al ver mis cicatrices y sentirme como idiota, porque esas cicatrices nunca se irán, siempre estarán para recordar lo que fui. Algo que más me hace querer llorar es ver cómo mi hermana la persona más importante de mi vida observa mis cicatrices y sabe que no solo son cicatrices físicas si no internas que siempre llevaré dentro de mi. Sin decirme nada, lo dice todo con la mirada. ","¿Cansado en qué termino?, ¿Cansado de la vida? ¿Físicamente o emocionalmente? Si es así, últimamente solo físicamente, trato de hacer actividades para cansarme y así poder dormir temprano y no estar toda la noche pensando. ","Al no poder con alguna tarea y tener que pedir apoyo, me preocupa no poder tener el potencial que se requiere para realizar tareas sola. También al creer que nunca podré llegar a ser nada en mi vida a no poder lograr mis objetivos.",Temblor de manos y corazón acelerado.,"La felicidad es traicionera. Algunos días vuelve llena de vida, dispuesta a darte los mejores detalles de ella, te hace disfrutar y hacerte sentirte vivo pues tener emociones tan fuertes como es la felicidad es vivir, te hace sentirte lleno y pleno, lleno de paz, alegría y amor. La felicidad es hermosa, es amar a la persona que está a tu lado, es apreciar cada momento de tu día, es aquello que le da sentido a mi vida, pero solo es momentáneo y al igual de traicioneros que son los humanos lo es ella, se va, te miente, te deja un vacío, se vuelve en una droga, una necesidad. Pero que hermosa droga. ","1. Pensar si la elección es lo mejor para mí y para las personas que pueda involucrar en dicha elección.

2. Pensar en las posibles causas y consecuencias.

3. Reflexionar. Si es la la mejor solución.","Con tranquilidad, he aprendido que de nada sirve estarme alterando por problemas que pueden tener solución. ","Cuando me gritan o me ofenden, incluso si me dan órdenes sin gentileza ","Pienso cuál es la mejor forma de solucionar el problema, dado que todo las dificultades que eh enfrentado siempre han tenido solución, quizás no como lo quisiera, pero al menos se que llegaron a una solución."
4/24/2024 10:55:51,WG8ABYZS,23,Masculino,Bajo,Licenciatura,Ambos,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,San Martín Texmelucan,"Ninguna, todo actualmente me da igual ","En pocas, como en escenas melancólicas ",Siempre estoy cansado ,Acerca de las tareas y cosas escolares,Fatiga,Es subjetiva y derivada de la gente y los bienes que están contigo ,"Analizo las consecuencias, alternativas y puntos de vista externos para discernir mi decisión ","Actualmente, tomo un respiro hondo y vuelvo a pensar en cómo solucionarlo","Relacionado a la escuela y el trabajo, casi todo el tiempo ","Respiro, luego analizo y ejecuto"
4/24/2024 11:16:48,QCURT76I,23,Masculino,Bajo,Bachillerato,Estudiando,"Autoempleo - Emprendedores, freelance, etc.",Tlaxcala,Tlaxcala ,con mi familia y amigos,con la muerte de un familiar,casi siempre todos los días ,después de regresar de clases ,"mi piel pica, pienso demasiadas cosas al mismo tiempo",vivir y compartir la experiencia,"identifico el problema, veo qué está a mi alcance y tomo las acciones necesarias",al principio me molesto pero siempre logro solo sentirlo y dejarlo ir ,cuando el tiempo se me acaba,"intento sola sentir lo que sea que experimente, lo reconozco y empiezo a pensar en mis opciones"
4/24/2024 11:24:06,8OVFX977,19,Masculino,Medio,Licenciatura,Estudiando,"Arte y diseño - Artistas, diseñadores gráficos, fotógrafos, etc.",Puebla,Texmelucan ,"Cuando escucho música, cuando estoy tranquilo ",Cuando me hieren sentimentalmente,Cuando me despierto a las 4 de la mañana ,Cuando algo urgente depende de mi y va saliendo mal,Una especie de ansiedad ,"La felicidad es cuando mezclamos la tranquilidad con algo que nos agrada, que nos divierte y/o que amamos.","Analizar la situación, ver las consecuencias y ver qué es lo mejor.","Un poco preocupado, nervioso ",Cuando hay poco tiempo para hacer las cosas o uno de siente impotente,"Tener fé, y enfrentarlo de forma indirecta o directa"
4/24/2024 11:27:42,PPZXS8CP,21,Masculino,Medio,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla de Zaragoza ,Cuando hablo con mis amigos o salimos a algún lado.,Cuando tengo estrés o algo no encaja en mi rutina diaria.,Regresando de la uni y al despertar ,Casi todo el día.,Hormigueos y angustia.,Paz mental ,1. Pensar posibles escenarios. 2. Pensar en las consecuencias y 3. Seleccionar la más adecuada a mis pensamientos.,Enojo o estrés.,"Cuando no llego temprano a la universidad, cuando no me sale una actividad o cuando sobre pienso una situación.","Suelo meditar y buscar una solución por mi cuenta, en caso de que no lo logré busco asesoría de alguien mayor a mi."
4/24/2024 11:28:12,T38J7JB4,22,Masculino,Medio,Licenciatura,Estudiando,"Arte y diseño - Artistas, diseñadores gráficos, fotógrafos, etc.",Chiapas,TUXTLA GUTIERREZ,"AMIGOS, PAREJA, PRACTICANDO UNA DISCIPLINA, AUMENTAR PESOS EN GYM",RUPTURA,TODA LA SEMANAS,TARDE NOCHE,"PERDIDA DE APETITO, PROBLEMAS GASTROINTESTINALES, PERDIDA DE PESO","EL LOGRAR METAS EN CONJUNTO, LAS METAS INDIVIDUALES SON BUENAS PERO EN CONJUNTO SE LOGRAN MÁS GRANDES Y SE DISFRUTA COMPARTIR.",PONDERAR LAS VENTAJAS Y DESVENTAJAS,ME ENOJO POR UN MOMENTO Y SE ME QUITA.,"CUANDO PIERDO COSAS, CUANDO LLENO MI CALENDARIO DE COSAS SIN DARME CUENTA.","ESTRESARME UN RATO, RELAJARME Y PENSAR SOBRE EL TEMA."
4/24/2024 11:29:56,TE4FJ4MH,20,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Guerrero,Acapulco ,"Cuando estoy con mis amigos,cuando salgo a pasear,cuando juego videojuegos ya sea solo o con mis primos ","Cuando tengo problemas con mi familia,cuando peleó con personas que me importan, cuando me siento solo ","Después de estar realizando una tarea por mucho tiempo, despues de la universidad ",Cuando pienso en todas las tareas que tengo por hacer,Empiezo a mover ya sea mis manos o mis pies ,Estar juntos a las personas que quieres ,"Ver lo bueno y malo que puede pasar,en qué me afectaría positiva o negativamente",Me estreso ,"Cuando no puedo realizar una actividad,más si la actividad tiene fecha límite ",Relajarme escuchando música o saliendo a caminar y una vez calmado pensé en la solución 
4/24/2024 11:30:15,ZELPD30F,19,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla ,"Cuando estoy solo,  con mis homs de mi barrio, con mi familia. ",En ninguna,"Cansado no, pero si estresado y con un poco de ansiedad ",Cuando no le entiendo a los temas de matemáticas o de programación ,Nerviosismo. ,"Yo quiero lo que me merezco
- Y qué te mereces?
El mundo chico y lo que hay en el. ","Respiro, pienso y me tranquilizo",Me estreso de que no me salen las cosas como yo quiero. ,En la Universidad y en casa,"La confrontó y sea lo que tenga que ser, si es para ti es para ti, si no lo es ni modo y para delante. "
4/24/2024 11:31:24,PUV5RTZG,23,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,PUEBLA,"Al estar con mi pareja es muy tranquilizante y feliz, ya que me siento tranquilo, y al estar con mi mamá, tambien es mucha felicidad ","Al tener problemas con mis hermanos, y en tener algunos problemas económicos y no saber resolverlos",Al medio día cuánto estoy en la universidad de 7 a 7 y cuando llevo un rato haciendo tareas o trabajos de la uni ,Cuando voy camino a casa por lo peligroso que es el camino ,"Sudor en las manos, movimiento en la pierna, y mi cuerpo entra en calor ","El aprender a amarte a ti mismo, a ser feliz contigo mismo, ya que para poder transmitir esa felicidad, tu debes tenerla.","Plantearme la situación de la elección, pedir consejos de personas importantes en mi vida, ver si es conveniente o no hacerlo ","Son situaciones de estrés, ya que no cuentas que te pase eso, pero en mi modo de pensar es mejor hablar con la verdad y buscar solucion al problema ","Cuando llegan final de parciales, se junta el trabajo y las.materias y hace que sea muy estresante","Trato de calmarme, de pensar las cosas y buscar soluciones, o expresarlo con las personas más allegadas a mi "
4/24/2024 11:32:16,33JDURG7,21,Femenino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Veracruz,Martinez de la Torre,"Cuando estoy en los entrenamientos del deporte que me gusta me siento muy contenta, también cuando hago la comida en mi casa y la receta me sale muy bien ",Cuando estoy realizando una tarea escolar y me frustro por no poder completarla satisfactoriamente. ,"Al término del día, aunque creo que eso es normal, me dan muchas ganas de solo quedarme dormida por horas, y también después después de entrenar en día de acondicionamiento","Cuando mi mamá me marco varias veces y no respondí, o cuando mi hermano aún no llega a la casa y ya es tarde ","Mucho sudor, algunos temblores, ansiedad, picazón",Sería la forma en la que alguien sonríe después de pasar horas en la cocina haciendo su comida favorita,"1. Analizar la situación en todos los ángulos 
2. Escoger las tres mejores soluciones que se me ocurran
3. Analizar las posibles consecuencias de cada solución
4. Escoger la que mejor me parezca ","Si llevo una mala racha de cosas, yo lloro ","Cuando no dejan los trastes limpios, cuando se rompe algo de la casa, cuando me dejan plantada en alguna actividad ","Primero, y dependiendo de la situación, tiendo a llorar y aclarar mis emociones, ya que me cuesta mucho identificarlas correctamente, después de eso analizó que debo hacer"
4/24/2024 11:32:59,EAM2O87V,21,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Escuchando música. Jugando videojuegos. Saliendo con mi pareja o amigos. Hablando con mi mamá.,"Cuando me agobia la escuela, pensar en el futuro.",La mayoría de los días.,"Cuando veo que no consigo realizar las tareas de la escuela. Cuando no veo progreso en mis estudios o materias, tareas, proyectos.",Frío en el pecho.,"Le diría que la felicidad está en la simplicidad de la vida, como el la ha descrito. Jorge Ibarguengoitia.",Entender los pros y contras de cada decisión ,Depende del nivel de importancia de la situación. Si es muy grave me preocupo y comienzo a ser más hostil. Si no es grave solo recapacito y busco una solución. ,"En la escuela, al ver que las materias, profesores y la institución no presentan algo de calidad beneficio hacia mi educación. ",Suelo hacerle frente poco a poco.
4/24/2024 11:33:22,H22AN93K,23,Femenino,Medio,Bachillerato,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Atlixco,Al regresar a casa,Estando en el servicio,En el trascurso del transporte,En las clases,"Escalofríos, dolor de cabeza, malestar estomacal",Mis gatos,"Tener todas las ventajas y desventajas, en que me sirve y como influye a futuro",Cabeza fría y buscar la solución más adaptable,problemas familiares o dinero,Pensar en las soluciones más viables
4/24/2024 11:35:28,IRB84959,19,Femenino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,Oaxaca de Juárez ,"Aprobando exámenes, pasando tiempo libre e invirtiendo tiempo en mi ","Cuando tengo demasiadas cosas por hacer, me siento agobiada, cuando no entiendo algo ","Al despertar e ir a clases, regresando de la universidad ","Cuando no acabo mis deberes del día, cuando no comprendo bien un tema ","Temblores, malestar estomacal ","El conjunto de sensaciones que evocan tranquilidad, la sensación de no querer huir ",1 analizar mi panorama 2. Contemplar mis opciones 3. Hacer una comparación 4 concluir con la desicion ,"Me suelo frustrar, aunque trato de calmarme, depende de cómo me sienta, siempre resuelvo la situación por mi cuenta, pero después de lo sucedido suelo sobre pensarlo ",Cuando las cosas no salen como quiero ,Abordarla de la forma más rápida posible
4/24/2024 11:39:35,XOF6KQ1G,20,Masculino,Medio,Bachillerato,Ambos,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Morelos,Jantetelco,Cuando estoy con mi novia y amigos,Cuando no entiendo cosas de la carrera,Después de trabajar ,En clases de álgebra ,Me desespero,Tranquilidad,Analizó mis opciones y veo los pros y contras,Con tranquilidad y intento resolver en el momento ,Cuando no se como hacer algo o no me sale por más que me esfuerce,Trato.de tranquilizarme y pensar con la cabeza fria
4/24/2024 11:40:06,1GC9M0FT,21,Femenino,Medio,Licenciatura,Ambos,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Tlaxcala,Calpulalpan ,Jugando ,Cuando llueve,Todos los días ,En la escuela,Nervios y escalofri,Dinero,Ganar dinero ,Tranquilo,Trabajo,Ignoro la situación 
4/24/2024 11:41:02,DZ9DN7BK,20,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Coronango,Estar con amigos ,Cuando hay muchos problemas ,Ultimamente estos últimos dias ,Por mis estudios y saber si puedo seguir estudiando o no,Ansiedad y preocupación ,Estar en calma y paz ,"1 analizar todos los pros y contras posibles , cual es el costo y si vale la pena tomar el riesgo",Si es un situación importante tiendo a buscar urgentemente una solución de lo contrario me lo tomo con calma,Cuando me sobrecargo de problema que aveces no son mios y consume mi tiempo o simplemente estar muy presionado con tareas o trabajos en casa,Trato de buscar una solucion ya que se que casi nunca cuento con nadie mas que yo mismo
4/24/2024 11:41:30,ZF56737V,22,Masculino,Medio,Bachillerato,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Tlaxcala,Ixtacuixtla de Mariano Matamoros,"No hay mucha últimamente, pero me sentí bien pasando los primeros filtros en un programa de becas por parte de VW",hace un mes que terminé con mi novia,"Haciendo esfuerzo físico, y abrumado con mis responsabilidades académicas",Tener que cumplir con compromisos por los cuales me siento rebasado. El futuro también me preocupa,"Dolor de pecho y cabeza, debilidad corporal","Autorealización, relaciones sanas, plenitud financiera y paz con uno mismo",analizar pros y contras de cada opción,"Soy muy tranquilo, solo hago lo que está en mis manos para resolver tal situación, no me molesto conmigo ni con lo que sucede",problemas en relaciones y la vida académica me estresa mucho últimamente,"La confronto a como venga, hago lo que está en mis manos hacer y no me preocupo por lo que no puedo controlar."
4/24/2024 11:53:22,HGX6HZA2,23,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Ver a mi familia sana,Cuando un familiar muy cercano falleció,Los ultimos 3 dias,Cuando mi familia tiene que pasar situaciones complicadas,"Nerviosismo, sudoración",La felicidad es un estado de satisfacción y bienestar,Ver las ventajas y desventajas de esa elección y cual podrian ser las consecuecias en caso de una mala desición,"Seimpre maternerme en calma, buscar soluciones por tan simples que sean, pero tratar de salir de ese problema los mas antes posible.","Mayormente por pensar en mi futuro y tratar de conseguir mis metas, es lo que a veces me llena de frustración","Entender las consecuencias, aceptarlas y asi buscar la mejor opcion consiguiendo el mejor beneficio posible."
4/24/2024 11:57:08,S2ATVULP,25,Masculino,Medio,Bachillerato,Ambos,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla,"Cuando me compro cosas, o salgo con amigos",cuando recuerdo mis años anteriores,en los findes de semana,en las noches,"sensaciones de espasmos, opresion en pecho y sin poder respirar",la vida,"Analizar, pensar la mejor opción y esperar lo peor",Me da igual,cuando me molestan y pasa algo que me afecta pero que no estaba en mis manos,Pienso y lo hago
4/24/2024 11:58:50,GFSFOGBV,22,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Cuautlancingo,"Cuando cumplo mis metas a corto plazo, o situaciones de exito",Cuando me frustro por que las cosas no me salen,"Cuando tengo una carga de trabajo y tarea. Mi horario de clases es temprano, asi que duermo poco",Cuando no encuentro como encajar mis habilidades en el estudio o trabajo,"Cansancio, estrés, mal humor, apetito excesivo ",Realiza cada una de tus acciones como si fueran la ultima,"Platicarlo con un amigo cercano, reflexionarlo con un grupo de amigos mas grande, platicarlo con mis padres y al final analizar pros y contras para finalmente tomar la decisión ","Si ya es inevitable, solo calmarme y dejar de apresurarme, relajarme y llegar con la mente tranquila a donde voy, no se puede evitar lo inevitable","Una pelea con un amigo o familiar, frustración por no resolver problemas laborales o estudiantiles","Platicarlo con varios amigos, meditación y trabajo para superar aquella situación "
4/24/2024 12:03:52,DPW9GBQ3,21,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,"Las veces en las que yo siento alegría tienen que ver con experiencias nuevas, cuando fui al concierto de mi artista favorito junto a mi mejor amigo, cuando viaje pata volver a ver a la persona que amaba.","Cuando siento que mi mundo se derrumba, cuando a pesar de todo lo que hago e intento hacer de la mejor manera nada sale como quiero o espero, ahí mi frustración es tanta que surgen las ganas de llorar.","Realmente desde que volví de vacaciones, la vida no ha sido igual desde mi último viaje, no siento las mismas ganas de salir adelante y me siento cansado todo el tiempo.","Cuando vienen épocas de evaluaciones, que a pesar de que no descuido mis estudios tanto, se que son épocas de estrés por que hay veces en que toca hacerlo todo si quieres que salga bien ","Creo que sería el dolor de cabeza, el cansancio y la falta de apetito, son los más notables ","La felicidad es un sentimiento pasajero, es una reacción del cuerpo cuando las preocupaciones y problemas del entorno desaparecen y solo importa vivir el momento al máximo.","1. Planeación, 2. Evaluación de Pros y Contras, 3. Definir posibles riesgos y alternativas, 4. Toma de decisión","Primero es la frustración y el sentimiento de enojo por situaciones simples, pero después guardo la calma y veo la mejor manera de tomarlo","Cuando las cosas no salen como quiero, no tener el control de mi contexto me enojar demasiado.",Asumir la problemática y definir la mejor opción para atacarla.
4/24/2024 12:10:15,2YB4F1WO,19,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Atlixco ,"Cuando juego, cuando juego con mis amigos, cuando salgo a algún lado",Cuando veo algún momento triste,"Cuando me levanto temprano, cuando voy a otro lado además de a la universidad ","cuando tengo que hacer tarea, cuando no hay nadie en mi casa, cuando tengo que hacer cosas que no tengo tanta experiencia ","Temblores, respiración rápida, poca habla ","Sentirse bien donde sea que estés, buscar el lado bueno de las cosas",Investigar cual de las dos opciones me parecen favorables y comparar consecuencias ,Me pongo nervioso pero trato de solucionarlo de cualquier manera,"Cuando se llena el camión, cuando ando haciendo tarea o algo y me mandan a hacer otra cosa",Trato de buscar la forma de enfrentarlo de la manera más tranquila y si es necesario buscar ayuda de alguien más 
4/24/2024 12:11:29,LOKQGFF4,22,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,San Miguel Xoxtla ,"Cuando logro completar algo, como una tarea, trabajo o proyecto, también cuando juego y me sorprendo de repente por alguna jugada bien hecha o que ni yo se como logre hacerla, también cuando siento que alguna relación es recíproca y cuando logro obtener soluciones rápidas y efectivas a algún problema que se me presente.","Cuando al momento de realizar algo no logro realizarlo de manera correcta y falla o no veo ningún avance y se necesita entregar pronto, al igual cuando me siento un poco solo o pienso que no soy suficiente para alguien.","Actualmente me siento cansado todo los días ya que estoy realizando varios proyectos y tareas que exigen avances o entregas pronto a vencer, lo cual mas tiempo, dejándome sin tiempo para poder realizar actividades que me gustan.","Cuando los trabajos están cerca de la fecha de vencimiento, cuando busco ayuda para resolver dudas y no hay respuesta alguna, y cuando económicamente no me doy abasto con algún gasto","Cuando estoy activo siento nervios, se acelera mi corazón, aumenta mi temperatura corporal, empiezo a temblar muy poco y necesito cansarme un poco para tranquilizarme, al igual cuando me siento cansado suelo pensar un poco mas lento las cosas pero sin otras sensaciones como cuando estoy activo","Podría ser la obtención de algún beneficio, reconocimiento, tranquilidad o lograr cumplir alguna meta o objetivo después de realizar algún esfuerzo y que este haya valido la pena, o también podría ser la presentación de alguna oportunidad que pueda cambiar o mejorar mi situación actual para mejor","creo que primero seria analizar las opciones, después pensar en cual es la opción que podría darme algún beneficio, ya sea que pueda darle una solución rápida y eficiente o si la opción que escoja podría darme un poco de felicidad sin perjudicar o perjudicando lo mas mínimo al prójimo, también en caso de no haber una buena opción tratar de buscar nuevas opciones aunque requieran de algún esfuerzo extra con tal de solucionar el problema o situación por ultimo dar respuesta de mi elección.","trato de darle una menor importancia y evitar preocuparme tanto ya soy mas de la filosofía de ""Si un problema tiene solución ¿para qué preocuparse? y si no lo tiene, ¿para qué preocuparse?""","En aquellos casos cuando llevo intentando muchas veces algo y sigue sin funcionar o sin dar el resultado deseado, cuando me culpan de algo que no hice, cuando quieren tratar de manipularme, cuando quieren aprovecharse de mi, cuando me hacen quedar mal, cuando soy el único que realiza la actividad cuándo es en equipo sin que me ofrezcan ayuda o algún apoyo, cuando trato de dar una solución lo invaliden inmediatamente sin siquiera escuchar, cuando me exigen algo sin siquiera preocuparse por mi o en si saber si estoy disponible o sin importarle que tengo que realizar también otras actividades","Trato de solucionarlo rápido, en caso de no poder darle solución pedir ayuda si es posible y aprender lo mas que pueda de estas situaciones."
4/24/2024 12:19:11,LI6RUZZW,21,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Veracruz,Orizaba,"Cuando salgo en las tardes a rodar en la bici, cuando preparo mi comida, cuando veo alguna película en el cine, cuando compro algo que quería, cuandin escucho ciertas canciones, cuando puedo apoyar a un amigo con algo","Generalmente cuando me analizo a mi mismo, me comparo con los demás, ni me siento suficiente, tal vez sobre pienso mucho","Cuando paso mucho tiempo con mis amigos, en general con muchas personas al mismo tiempo ","Cuando empiezo a pensar en qué cosas debo hacer, las que no he hecho y las que ya he hecho y las que podría hacer","Como una sensación de escalofríos, siento una especie de presión en mi cabeza, mucho calor, y no puedo estar quieto","La felicidad puede estar en muchas cosas (personas, actividades físicas, musica, eventos sociales, etc.) Pero al final la felicidad está en uno mismo, en cómo elegimos ver la vida y cómo nos vemos a nosotros mismos. Podrá haber personas increíbles a nuestro alrededor, podremos ser buenos deportistas, podremos escuchar toda la música que queramos, podremos ir a fiestas y aún así no ser felices. Por eso debemos ver la vida desde una perspectiva diferente, aprender a querernos a nosotros mismos y así empezaremos a encontrar la felicidad.","Primero que nada analizo los beneficios que me traera cada elección, pero al final también me preguntó cuál es la elección que quiero realmente","Supongo que por un momento siento frustración conmigo mismo, pero al mismo tiempo me tranquilizó por qué siempre he pensado que todas las cosas pasan por algo","Cuando tengo actividades académicas (tareas), cuando tomo cursos y.....simplemente no me puedo concentrar o cuando algo no me sale bien","Analizar la situación, pienso en muchas cosas y antes de hundirme en mis pensamientos veo todo desde una perspectiva diferente, como si tuviera que darme un consejo a mi mismo, todos desde una perspectiva muy neutral y entonces logro aclarar mi mente y mis pensamientos para tomar la mejor decisión"
4/24/2024 12:20:06,VHUGEE7Y,21,Masculino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,San Miguel Xoxtla Puebla ,Al polvo ,"Cada momento, más cundo veo peliculas sentimentales ","Al final del día, es más cansancio emociona  ",Cuando tengo proyectos pendientes,"Sueño, fatiga, desconcentración ","Que no la pienses demasiado, solo hazlo y ya, no pasa nada ! la vida es corta ","1.- No tener una emoción de por medio
2.- Pensar a futuro y si te conviene 
3.- Tomar la decisión",Con frustración.,Cuando no soy productivo,Tomo los suficientes consejos para tomar una decisión que no me afecte tanto.
